author,comment,published_at,clean_comment
@drdrrenniyuniatispkkfinsdv6657,Sebaiknya PUPR menjadi bagian dari kontribusi untuk pemberian izin dan menyediakn konsultan semua bangunan terutama yang menjadi fasilitas umum,2 months ago,baik pupr jadi bagi kontribusi beri izin menyediakn konsultan semua bangun utama jadi fasilitas umum
@iyb82,"Ini kelalaian manusia dan ada korban MD, hrs ad yg brtanggung jwb!!",2 months ago,lalai manusia korban md hrs ad brtanggung jwb
@irmannoer,"innalillahi wa inna ilaihi roojiun 
mengapa pembangunan blm selesai sdh di pakai aktifitas, 
dan bahkan pimpinan ponpes sendiri tidak tahu brp santri yang sedang melaksanakan sholat, karena tidak meng imami 😢😢😢
bantu mereka yang masih terjebak dalam reruntuhan ya Allah 🤲🤲🤲",2 months ago,innalillahi wa inna ilaihi roojiun bangun blm selesai sdh pakai aktifitas bahkan pimpin ponpes sendiri tahu brp santri sedang laksana sholat meng imam bantu jebak runtuh allah
@fikarandro737,"sepertinya kalau dilihat dr bangunan2 yg masih berdiri, tiang2 kolomnya terlalu kecil.. untuk menopang bangunan bertingkat seperti itu",2 months ago,seperti kalau lihat dr bangun diri tiang kolom terlalu kecil topang bangun tingkat
@Infinix-f2h6m,Tidak mengurangi rasa duka saya pada para santri yang jadi korban tapi kebanyakan pondok pesantren tidak ada pengawasan pembangunan pondok pesantren dari pihak berwenang,2 months ago (edited),kurang rasa duka santri jadi korban banyak pondok pesantren awas bangun pondok pesantren pihak wenang
@MuhammadfadilMaas,"Jelas yg  d minta pertanggung jawab kontraktor nya,tdk sesuai pembangunsn cor atas kok tdk paksi mal  bgmna ilmu nya sbsl ini yg membangun,sy ikut prihstin atd kjdian ini pak kyai..",2 months ago,jelas d minta tanggung jawab kontraktor nyatdk sesuai pembangunsn cor atas tdk paksi mal bgmna ilmu nya sbsl membangunsy ikut prihstin atd kjdian pak kyai
@bj.group25,"Bukan kronologi yg di butuhkan, tapi bagaimana kondisi struktur bangunan, mulai dari pondasinya.",2 months ago,bukan kronologi butuh bagaimana kondisi struktur bangun mulai pondasinya
@underground9633,"Terjadinya musibah ponpes di sidoarjo hanya Alloh yg mengetahui,smg anak"" yg dilokasi pondok selamat Aamiin.",2 months ago,jadi musibah ponpes sidoarjo alloh mengetahuismg anak lokasi pondok selamat aamiin
@yudiwah7738,"Gimana ini harusnya standar nya tinggi dan anti gempa untuk beberapa magnitudo. 


Harus ada investigasi dan inspeksi lebih baik keseluruhan penyelenggara",2 months ago,gimana harus standar nya tinggi anti gempa beberapa magnitudo investigasi inspeksi lebih baik seluruh selenggara
@santosongagel,ini bangunan kesannya gak ada perhitungan kekuatan/mutu beton dan design kontruksi dilihat dr balok beton horisontal yg tidak ada kolom beton/vertikal..artinya balok beton horisontal di konek ke bangunan kanan dan kiri yg sudah jd  duluan.,2 months ago,bangun kesan gak hitung kekuatanmutu beton design kontruksi lihat dr balok beton horisontal kolom betonvertikalartinya balok beton horisontal konek bangun kanan kiri jd duluan
@assolawi9653,والله اعلم بمراده وعدله ،,2 months ago,
@NingSukarni_Suani,"Terkait terulangnya kembali gedung sekolah ambruk, salah satunya kurang adanya pembinaan, penyuluhan, larangan dari para Pengawas Pendidikan terhadap lingkungan lembaga pendidikan pada suatu wilayahnya :
1. Seharusnya para pengawas sekolah selalu ada Himbauan kepada para Kepala Sekolah, dan Ketua Yayasan Pendidikan bahwa adanya larangan pembangunan lembaga, sekolahan tidak boleh melebihi 2 lantai ; 
a. jika melebihi 2 lantai maka harus, wajib adanya rekomendasi, dan pengawasan dari pihak PU/Pekerjaan Umum (misalnya kedalaman tiang pondasi sebagai pondasi tiang pancang bumi, tidak kurang dari kedalaman dari permukaan tanah 20 meter, dan pada 1 meter dari permukaan tanah bercakar ayam, dengan cincin besi ukuran standar dengan kerapatan antar cincin besi tidak kurang dari 20 cm, dengan rangkaian besi lonjor minimal 8 (setiap persegi empat terdapat 3 besi lonjor);
b. slup cor bawah, dan slup cor atas wajib berstandar minimal dengan diameter lebar 30 x tinggi 50 cm ;
c. cor dak wajib memperhitungkan lebar bentangan, tebal cor dak, dengan kerangka double besi yang anyaman kerapatan besi kolom 10x10 cm (karena lantai setiap saat dipijak banyak siswa, akan mempengaruhi getaran, dan berdampak pada gaya beban;
d. Setelah kerangka, dan dak lantai sudah dicor wajib selama 3 bulan tidak boleh ditempatin atau tidak boleh dilewatin (karena mempengaruhi persenyawaan kekuatan zat semen dengan beton bertulang);
e. Juga perlu dianalisis struktur tanah oleh pihak PU/Pekerjaan Umum (apakah tanah lokasi berstruktur berbatuan besar dan sedikit bertanah artinya banyaknya batuan besar melebihi banyaknya kubik tanah, jika ia maka tidak layak untuk dibangun gedung bertingkat (karena berdampak akan terjadi pergeseran tanah pada musim hujan). 
Hal-hal ini menjadi himbauan rutin setiap kunjungan ke lembaga Pendidikan oleh Para Pengawas Pendidikan, Kepala Dinas Pendidikan atau Tim Terpadu Dinas Pendidikan dengan Dinas PU/Pekerjaan Umum yang beliau adalah menjadi corongnya kebijakan di lapangan dari Kepala Daerah/Walikota, Bupati, Guburnur disetiap wilayah. Demikian masukan saya sebagai nitizen, kiranya bermanfaat untuk kita semuanya, Aamiin YRA.",2 months ago,kait ulang gedung sekolah ambruk salah satu kurang ada bina suluh larang awas didik lingkung lembaga didik suatu wilayah awas sekolah selalu himbauan kepala sekolah ketua yayasan didik ada larang bangun lembaga sekolah lebih lantai a lebih lantai wajib ada rekomendasi awas pihak pupekerjaan umum misal dalam tiang pondasi pondasi tiang pancang bumi kurang dalam muka tanah meter meter muka tanah cakar ayam cincin besi ukur standar rapat antar cincin besi kurang cm rangkai besi lonjor minimal persegi empat dapat besi lonjor b slup cor bawah slup cor atas wajib standar minimal diameter lebar x tinggi cm c cor dak wajib hitung lebar bentang tebal cor dak kerangka double besi anyam rapat besi kolom x cm lantai pijak banyak siswa pengaruh getar dampak gaya beban d kerangka dak lantai cor wajib lama bulan ditempatin dilewatin pengaruh senyawa kuat zat semen beton tulang e perlu analis struktur tanah pihak pupekerjaan umum tanah lokasi struktur batu besar sedikit tanah arti banyak batu besar lebih banyak kubik tanah layak bangun gedung tingkat dampak jadi geser tanah musim hujan halhal jadi himbauan rutin kunjung lembaga didik awas didik kepala dinas didik tim padu dinas didik dinas pupekerjaan umum beliau jadi corong bijak lapang kepala daerahwalikota bupati guburnur tiap wilayah masuk nitizen kira manfaat semua aamiin yra
@riyadi1842,Kontraktor harus tanggung jawab,2 months ago,kontraktor tanggung jawab
@Блестящеяркий,Pak kiyai raden haji apa tadi?,2 months ago,pak kiyai raden haji apa tadi
@amyqonaah,"Innalillahi, hikmah yg diambil , pihak kontraktor/ pemborong bangunan yg kurang profesional, / kurang memperhitungkan , semoga para ustadz/ah , para santri dan jamaah selalu dlm lindungan Allah SWT pemilik langit dn bumi beserta isiNya.",2 months ago,innalillahi hikmah ambil pihak kontraktor borong bangun kurang profesional kurang hitung moga ustadzah santri jamaah selalu dlm lindung allah swt milik langit dn bumi serta isi
@NERACA.456,"USUL, Utk atasi runtuhan susulan banyak dimasukkan dan sebar POMPA HIDROLIK MOBIL shg memberikan sedikit topangan utk Anak2, hal ini utk kejar waktu penyelamatan nyawa anak2 daripada gali manual. Semoga Alloh mudahkan dan percepat evakuasi. Aaamiin",2 months ago,usul utk atas runtuh susul banyak masuk sebar pompa hidrolik mobil shg beri sedikit topang utk anak utk kejar waktu selamat nyawa anak gali manual moga alloh mudah cepat evakuasi aaamiin
@Nadia-ws9wv,"Klo ada arsitek nya, maka arsitek nya yg harus diperiksa, dan yg gk kalah penting, klo gedung blm selesai di renov, alangkah lebih baik agar tidak digunakan dulu, demi keselamatan para santri 🙏",2 months ago (edited),klo arsitek nya arsitek nya periksa kalah penting klo gedung blm selesai renov alangkah lebih baik guna dulu selamat santri
@mamsalmeera,atapnya ga pake genteng pake beton lg berarti masih ada rencana mau nambah lantai?,2 months ago,atap pake genteng pake beton lg arti rencana mau nambah lantai
@irwannurulhidayah8826,"Mohon maaf sebelumnya itu ceker ayamnya gimanaa, pake besi yang tebel berpa?.....turut berdukacita untuk ponpesnya",2 months ago,mohon maaf belum ceker ayam gimanaa pake besi tebel berpaturut dukacita ponpesnya
@SamsungAjha-b1d,Efek gambar bangunan berjalan... kontruksi buat 3 lantai nekat ditambah 4lantai...,2 months ago,efek gambar bangun jalan kontruksi buat lantai nekat tambah lantai
@SrimurniWiyati,Asalamualaikum kepada pemilik pesantren di mana saja yg saya hormati maaf bagemana kalau bangunan pesantren nya ga usah tingkat yg tinggi 2 cukup dua lantai saja yg penting nyaman untuk belajar  semoga santri 2 yg mjd korban di lindungi Allah SWT semoga JD pelajaran untuk pesantren yg lainya🙏🙏🙏,2 months ago,asalamualaikum milik pesantren mana hormat maaf bagemana kalau bangun pesantren nya usah tingkat tinggi cukup lantai penting nyaman ajar moga santri mjd korban lindung allah swt moga jd ajar pesantren lai
@tahanprahara,ini yg bangunannya pakai rangka bambu di dlm cor beton apa bukan ya?,2 months ago,bangun pakai rangka bambu dlm cor beton apa bukan
@JamalUdin-x8r,"Proses hukum harus ada yang bertanggung jawab orang lalai ,, izin dan kontruksi di audit dan dana ponpes",2 months ago,proses hukum tanggung jawab orang lalai izin kontruksi audit dana ponpes
@HendraJaya-s1k,Justru ini  teguran dari ALLAH... Kalau kerja itu jangan asal asalan...!!!,2 months ago,justru tegur allah kalau kerja jangan asal asal
@alfaqier3871,Gimana kedepannya kalau anda saja yg jadi pengawas di setiap ada pembangunan di berbagai pondok pesantren ?,2 months ago,gimana depan kalau jadi awas bangun bagai pondok pesantren
@borneoman7729,"90% kelalaian manusia yg bangun tanpa dasar perhitungan yang benar?jika semua musibah karena allah,berarti perang juga karena allah.logika dimana?semua karena manusia serakah,rakus dan ingin kuasai.",2 months ago,lalai manusia bangun dasar hitung benarjika semua musibah allahberarti perang allahlogika dimanasemua manusia serakahrakus kuasa
@aguswibowo7,Jangan jadi pemalas dan menyerahkan segala urusan pada yg Ghaib. Dikasih otak sama Tuhan itu fungsinya dipake buat mikir...,2 months ago,jangan jadi malas serah segala urus ghaib kasih otak sama tuhan fungsi dipake buat mikir
@KaiTopan,"Perlu perhatian masalah specivikasi bangunan, sepertinya Spec x nggak sesuai,",2 months ago,perlu perhati masalah specivikasi bangun seperti spec x sesuai
@KusmiyatiMiyati-b9r,Buduran to ya mungkin dlm pembangunan tempat dan lokasi mungkin tanah gerak kekuatan bangunannya kurang memadai tp musibah BS terjadi suwaktu2 ya ini pelajaran  BG yg lainnya..,2 months ago,budur to mungkin dlm bangun tempat lokasi mungkin tanah gerak kuat bangun kurang pada tp musibah bs jadi suwaktu ajar bg lain
@adypurnawibawa9730,"Awalnya bilangnya Ndak ada orang.

Terus ditanyain lagi mungkin ada orang 😅",2 months ago,awal bilang ndak orang terus ditanyain mungkin orang
@nantasapuran8659,"Hendaknya pembangunan LT lebih dari 3 LT diserahkan pada AHLI TEKNIK SIPIL dan diawasi pembangunannya, kalau dilihat dari struktur kolom kurang memenuhi standart",2 months ago,hendak bangun lt lebih lt serah ahli teknik sipil awas bangun kalau lihat struktur kolom kurang penuh standart
@toeloessoebagiono1574,# DEDDY SITORUS RECALL - NYA DITUNGGU.,2 months ago,deddy sitorus recall nya tunggu
@AgusSetiyanto-g5p,Itu bukan takdir... tapi kelalaian kecerobohan...sangat disayangkan jawabanya begitu.,2 months ago,bukan takdir lalai kecerobohansangat sayang jawabanya
@fathurarcorbkl6314,"Info pagi ini yg meninggal 1orang asal sby,  luka parah 1 luka ringan sisanya 40",2 months ago,info pagi tinggal orang asal sby luka parah luka ringan sisa
@zebramf007,Usut apakah bangun tersebut sesuai dengan bestek nya,2 months ago,usut bangun sebut sesuai bestek nya
@ilhammahjurishi6375,"Itu jelas karena pondasi yg tidak kuat, serta perencanaan rancang bangun yg kurang matang, siapakah arsitek yg membangun gedung tersebut ...",2 months ago,jelas pondasi kuat rencana rancang bangun kurang matang siapa arsitek bangun gedung sebut
@paijojoyo302,Pak kyainya ini yg akan di tanya2 oleh kepolisian,2 months ago,pak kyainya tanya polisi
@SriSupriatin-uy1ty,Harus jadi contoh tuh ..klu ngebangun jangan gegabah,2 months ago,jadi contoh tuh klu ngebangun jangan gegabah
@MudjiHadi-yh2pc,"Ya Alloh, gak diperhitungkan klo ditambah 1 lante siang selse dicor saat asar ambruk cor masih basah beban semakin berat kebawah berton ton",2 months ago,alloh gak hitung klo tambah lante siang selse cor asar ambruk cor basah beban makin berat bawah ton ton
@elzariyantikaagustin8319,Pakai arsitek gak itu?,2 months ago,pakai arsitek gak
@SalimahSalimah-r5u,"Itu loh bangunannya masih baru tetapi kok seperti itu
Itu pondok terkenal dan besar muridnya itu banyak banget aku tau waktu antar anaknya temanku yg mondok di sana
Semoga semua nya baik baik saja selamat amin",2 months ago,loh bangun baru pondok kenal besar murid banyak banget aku tau waktu antar anak teman mondok sana moga semua nya baik baik selamat amin
@tanahbasah8929,Tanggung jawab,2 months ago,tanggung jawab
@kolexyku,tidak mampu menahan beban cor ... begitu yg disampaikan ...,2 months ago,mampu tahan beban cor sampai
@wongdeso1408,yg saya tanyakan siapa yg jadi arsiteknya? knp gk dihitung lebih matang dari awal..?? terus pihak pengasuh kan yg mengesahkan struktur pembangunan. kalo sekiranya janggal kenapa dilanjutkan?? kan dilihat mata juga sudah sangat jelass kalo bangunan lantai 1 struktur bangunanny lebih keciiil dari bangunan yg atas. apalagi ini sampai lantaai 4 lhooo..,2 months ago,tanya siapa jadi arsitek knp hitung lebih matang awal terus pihak asuh kan kesah struktur bangun kalo sekira janggal lanjut kan lihat mata sangat jelass kalo bangun lantai struktur bangunanny lebih keciiil bangun atas lantaai lhooo
@agilhamasa232,"Seharusnya kita harus lebih peduli dengan keselamatan diri kita, bangunan yang sedang dalam proses pembangunan tidak boleh dimasuki oleh sembarangan orang... Ada estimates waktu keamanan dalam dunia pembangunan, ada jangka waktu bangunan benar2 siap dipakai apa belum... Dan ada jarak aman dengan lokasi proyek.. Tidak mudah masuk, tidak mudah lalu lalang di tempat proyek
Walaupun pembangunan lama dan kita berfikiran sudah selesai pembangunan nya, tetapi masih ada wktu tunggu hingga bangunan benar2 siap huni

Jangan dengan mudah kita mengatakan takdir jika kitalah orang yang termasuk lalai",2 months ago,lebih peduli selamat diri bangun sedang proses bangun masuk sembarang orang estimates waktu aman dunia bangun jangka waktu bangun benar siap pakai apa jarak aman lokasi proyek mudah masuk mudah lalu lalang tempat proyek walaupun bangun lama berfikiran selesai bangun nya wktu tunggu hingga bangun benar siap huni jangan mudah kata takdir kita orang masuk lalai
@SangPejalanSufi,Struktur besi cor kecil kecil amat?,2 months ago,struktur besi cor kecil kecil
@dewan5789,"Ini kemungkinan GK digarap sama kontraktor yg paham dalam pembangunan, mungkin dibangun gotong royong, makannya bangunannya GK kuat",2 months ago,mungkin garap sama kontraktor paham bangun mungkin bangun gotong royong makan bangun kuat
@ujangnasrullah1967,"Takdir beriringan dengan akal, manusia sudah di beri akal sejak lahir, sejatinya ga bisa kita hanya mengatakan takdir. Karena balik lagi kita di beri akal, hingga akhirnya keluarlah yang namanya arsitek, dokter dll . Hidup ini harus adil membangun gunakan ahli bangunan, belajar pada guru bahkan tanpa ada guru sekalipun manusia bisa belajar sendiri karena di beri otak. Termasuk bangunan ini kenapa roboh ?? Saya rasa bisa di kaji secara ilmiah.",2 months ago,takdir iring akal manusia beri akal sejak lahir sejati kata takdir balik beri akal hingga akhir keluar nama arsitek dokter hidup adil bangun guna ahli bangun ajar guru bahkan guru sekalipun manusia ajar sendiri beri otak masuk bangun roboh rasa kaji ilmiah
@NurKhasanah-cv3mg,KOK BEGITU MUDAHNYA DIBILANG TAKDIR PAK KYAI. KONTRUKSI DAK COR ITU ADA ATURANNYA DAN HARUS BISA DIPERTANGGUNGJAWABKAN,2 months ago,mudah bilang takdir pak kyai kontruksi dak cor atur dipertanggungjawabkan
@udinsedunia8348,"Qodarullah...
Tinggal di evaluasi apakah ini kegagalan pondasi atau kegagalan struktur bangunan dan  segera dievaluasi juga apakah ini kesalahan Design Perencanaan konstruksi atau kesalah pelaksanaan?  Jika pelaksanaan bangunan yang salah maka pasti disana ada kasus penyelewengan dana oleh pelaksana.",2 months ago,qodarullah tinggal evaluasi gagal pondasi gagal struktur bangun segera evaluasi salah design rencana konstruksi salah laksana laksana bangun salah sana kasus seleweng dana laksana
@abdullohthoyyib7834,kok nggak ada permohonan maaf dan belasungkawa kepada para korban ya...😢,2 months ago,mohon maaf belasungkawa korban
@Tukoyo-h5x,Mohon ma afsebelumnya simpel sajapertanyaan saya kokndak jadi berkah ini dana yang di gunakan didapat dengan cara bagei mana sodara,2 months ago,mohon ma afsebelumnya simpel sajapertanyaan kokndak jadi berkah dana guna dapat cara bagei mana sodara
